2.193333333333333357e+01,3.526666666666666572e+01
2.119999999999999929e+01,3.466666666666666430e+01
2.233333333333333215e+01,3.473333333333333428e+01
2.139999999999999858e+01,3.573333333333333428e+01
2.113333333333333286e+01,3.506666666666666998e+01
2.166666666666666785e+01,3.460000000000000142e+01
2.139999999999999858e+01,3.406666666666666998e+01
2.133333333333333215e+01,3.466666666666666430e+01
2.173333333333333428e+01,3.439999999999999858e+01
2.173333333333333428e+01,3.479999999999999716e+01
2.180000000000000071e+01,3.466666666666666430e+01
2.119999999999999929e+01,3.506666666666666998e+01
2.153333333333333499e+01,3.560000000000000142e+01
2.200000000000000000e+01,3.553333333333333144e+01
2.173333333333333428e+01,3.466666666666666430e+01
2.160000000000000142e+01,3.486666666666666714e+01
2.126666666666666572e+01,3.420000000000000284e+01
2.126666666666666572e+01,3.486666666666666714e+01
2.206666666666666643e+01,3.486666666666666714e+01
2.126666666666666572e+01,3.446666666666666856e+01
2.213333333333333286e+01,3.520000000000000284e+01
2.146666666666666501e+01,3.386666666666666714e+01
2.119999999999999929e+01,3.553333333333333144e+01
2.153333333333333499e+01,3.466666666666666430e+01
2.160000000000000142e+01,3.546666666666666856e+01
2.166666666666666785e+01,3.473333333333333428e+01
2.206666666666666643e+01,3.520000000000000284e+01
2.186666666666666714e+01,3.446666666666666856e+01
2.166666666666666785e+01,3.513333333333333286e+01
2.160000000000000142e+01,3.506666666666666998e+01
2.206666666666666643e+01,3.573333333333333428e+01
2.146666666666666501e+01,3.539999999999999858e+01
2.233333333333333215e+01,3.433333333333333570e+01
2.180000000000000071e+01,3.460000000000000142e+01
2.119999999999999929e+01,3.400000000000000000e+01
2.186666666666666714e+01,3.500000000000000000e+01
2.153333333333333499e+01,3.526666666666666572e+01
2.126666666666666572e+01,3.520000000000000284e+01
2.119999999999999929e+01,3.473333333333333428e+01
2.173333333333333428e+01,3.526666666666666572e+01
2.133333333333333215e+01,3.373333333333333428e+01
2.173333333333333428e+01,3.526666666666666572e+01
2.106666666666666643e+01,3.473333333333333428e+01
2.166666666666666785e+01,3.606666666666666998e+01
2.113333333333333286e+01,3.439999999999999858e+01
2.106666666666666643e+01,3.539999999999999858e+01
2.166666666666666785e+01,3.473333333333333428e+01
2.133333333333333215e+01,3.486666666666666714e+01
2.193333333333333357e+01,3.446666666666666856e+01
2.193333333333333357e+01,3.439999999999999858e+01
2.206666666666666643e+01,3.506666666666666998e+01
2.113333333333333286e+01,3.586666666666666714e+01
2.146666666666666501e+01,3.473333333333333428e+01
2.153333333333333499e+01,3.566666666666666430e+01
2.113333333333333286e+01,3.446666666666666856e+01
2.200000000000000000e+01,3.433333333333333570e+01
2.146666666666666501e+01,3.520000000000000284e+01
2.093333333333333357e+01,3.439999999999999858e+01
2.119999999999999929e+01,3.500000000000000000e+01
2.153333333333333499e+01,3.553333333333333144e+01
2.200000000000000000e+01,3.513333333333333286e+01
2.106666666666666643e+01,3.453333333333333144e+01
2.173333333333333428e+01,3.506666666666666998e+01
2.219999999999999929e+01,3.446666666666666856e+01
2.180000000000000071e+01,3.573333333333333428e+01
2.113333333333333286e+01,3.513333333333333286e+01
2.180000000000000071e+01,3.400000000000000000e+01
2.139999999999999858e+01,3.453333333333333144e+01
2.200000000000000000e+01,3.446666666666666856e+01
2.153333333333333499e+01,3.539999999999999858e+01
2.173333333333333428e+01,3.466666666666666430e+01
2.086666666666666714e+01,3.473333333333333428e+01
2.146666666666666501e+01,3.533333333333333570e+01
2.100000000000000000e+01,3.406666666666666998e+01
2.186666666666666714e+01,3.533333333333333570e+01
2.086666666666666714e+01,3.493333333333333002e+01
2.126666666666666572e+01,3.506666666666666998e+01
2.180000000000000071e+01,3.500000000000000000e+01
2.153333333333333499e+01,3.460000000000000142e+01
2.119999999999999929e+01,3.500000000000000000e+01
2.106666666666666643e+01,3.526666666666666572e+01
2.166666666666666785e+01,3.466666666666666430e+01
2.133333333333333215e+01,3.520000000000000284e+01
2.106666666666666643e+01,3.473333333333333428e+01
2.160000000000000142e+01,3.393333333333333002e+01
2.126666666666666572e+01,3.493333333333333002e+01
2.133333333333333215e+01,3.586666666666666714e+01
2.119999999999999929e+01,3.433333333333333570e+01
2.186666666666666714e+01,3.453333333333333144e+01
2.126666666666666572e+01,3.379999999999999716e+01
2.186666666666666714e+01,3.493333333333333002e+01
2.073333333333333428e+01,3.426666666666666572e+01
2.160000000000000142e+01,3.553333333333333144e+01
2.139999999999999858e+01,3.473333333333333428e+01
2.093333333333333357e+01,3.420000000000000284e+01
2.186666666666666714e+01,3.506666666666666998e+01
2.153333333333333499e+01,3.453333333333333144e+01
2.173333333333333428e+01,3.439999999999999858e+01
2.119999999999999929e+01,3.546666666666666856e+01
2.133333333333333215e+01,3.493333333333333002e+01
2.153333333333333499e+01,3.520000000000000284e+01
2.146666666666666501e+01,3.486666666666666714e+01
2.126666666666666572e+01,3.473333333333333428e+01
2.166666666666666785e+01,3.506666666666666998e+01
2.206666666666666643e+01,3.520000000000000284e+01
2.160000000000000142e+01,3.486666666666666714e+01
2.160000000000000142e+01,3.479999999999999716e+01
2.186666666666666714e+01,3.493333333333333002e+01
2.139999999999999858e+01,3.500000000000000000e+01
2.193333333333333357e+01,3.460000000000000142e+01
2.139999999999999858e+01,3.466666666666666430e+01
2.133333333333333215e+01,3.500000000000000000e+01
2.113333333333333286e+01,3.400000000000000000e+01
2.186666666666666714e+01,3.486666666666666714e+01
2.219999999999999929e+01,3.493333333333333002e+01
2.119999999999999929e+01,3.513333333333333286e+01
2.133333333333333215e+01,3.460000000000000142e+01
2.119999999999999929e+01,3.493333333333333002e+01
2.153333333333333499e+01,3.479999999999999716e+01
2.193333333333333357e+01,3.353333333333333144e+01
2.153333333333333499e+01,3.506666666666666998e+01
2.193333333333333357e+01,3.453333333333333144e+01
2.186666666666666714e+01,3.479999999999999716e+01
2.153333333333333499e+01,3.439999999999999858e+01
2.133333333333333215e+01,3.413333333333333286e+01
2.139999999999999858e+01,3.493333333333333002e+01
2.166666666666666785e+01,3.453333333333333144e+01
2.239999999999999858e+01,3.546666666666666856e+01
2.180000000000000071e+01,3.473333333333333428e+01
2.106666666666666643e+01,3.573333333333333428e+01
2.180000000000000071e+01,3.439999999999999858e+01
2.126666666666666572e+01,3.426666666666666572e+01
